AMBulatório;Ambulatório sigla;Endereço;Médico;Especialidade;Dia da Semana;Período;Entrada;Saída;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;JAQUES GARCIA BARBOSA;GASTROENTEROLOGISTA;Segunda;Manhã;07:00;13:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;JAQUES GARCIA BARBOSA;GASTROENTEROLOGISTA;Terça;Manhã;07:00;13:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;JAQUES GARCIA BARBOSA;GASTROENTEROLOGISTA;Quarta;Manhã;07:00;13:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;JAQUES GARCIA BARBOSA;GASTROENTEROLOGISTA;Quinta ;Manhã;07:00;13:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;JAQUES GARCIA BARBOSA;GASTROENTEROLOGISTA;Sexta;Tarde;15:00;19:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;JOÃO CARLOS CICOGNA PAIOLO;ENDOCRINOLOGISTA;Segunda;Tarde;13:00;18:30;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;JOÃO CARLOS CICOGNA PAIOLO;ENDOCRINOLOGISTA;Terça;Tarde;13:30;18:30;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;JOÃO CARLOS CICOGNA PAIOLO;ENDOCRINOLOGISTA;Quarta;Tarde;13:30;18:30;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;JOÃO CARLOS CICOGNA PAIOLO;ENDOCRINOLOGISTA;Quinta ;Tarde;13:30;18:30;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;JOÃO CARLOS CICOGNA PAIOLO;ENDOCRINOLOGISTA;Sexta;Manhã;07:00;12:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;JULIANA PERARO MIGUEL BARBOSA;OTORRINOLARINGOLOGISTA;Segunda;Manhã;07:00;12:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;JULIANA PERARO MIGUEL BARBOSA;OTORRINOLARINGOLOGISTA;Terça;Manhã;07:00;12:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;JULIANA PERARO MIGUEL BARBOSA;OTORRINOLARINGOLOGISTA;Segunda;Tarde;13:00;18:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;JULIANA PERARO MIGUEL BARBOSA;OTORRINOLARINGOLOGISTA;Terça;Tarde;13:00;18:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;JULIANA DUCATTI ALMEIDA SANTIAGO;ULTRASSONOGRAFISTA;Segunda;Tarde;13:00;18:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;JULIANA DUCATTI ALMEIDA SANTIAGO;ULTRASSONOGRAFISTA;Terça;Tarde;13:00;18:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;JULIANA DUCATTI ALMEIDA SANTIAGO;ULTRASSONOGRAFISTA;Quarta;Tarde;13:00;18:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;JULIANA DUCATTI ALMEIDA SANTIAGO;ULTRASSONOGRAFISTA;Quinta ;Manhã;07:00;12:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;JULIANA DE ALMEIDA VENTURA;VASCULAR;Terça;Manhã;07:00;12:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;JULIANA DE ALMEIDA VENTURA;VASCULAR;Quinta ;Manhã;07:00;12:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;JULIANA DE ALMEIDA VENTURA;VASCULAR;Sexta;Manhã;07:00;12:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;JULIANA DE ALMEIDA VENTURA;VASCULAR;Terça;Tarde;14:00;19:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;MANOEL DA COSTA GONDIM NETO;GASTROENTEROLOGISTA;Segunda;Manhã;07:00;12:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;MANOEL DA COSTA GONDIM NETO;GASTROENTEROLOGISTA;Terça;Manhã;07:00;12:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;MANOEL DA COSTA GONDIM NETO;GASTROENTEROLOGISTA;Quarta;Manhã;07:00;12:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;MANOEL DA COSTA GONDIM NETO;GASTROENTEROLOGISTA;Quinta ;Manhã;07:00;12:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;MANOEL DA COSTA GONDIM NETO;GASTROENTEROLOGISTA;Sexta;Manhã;07:00;12:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;MARIANA DE SALVI;DERMATOLOGISTA;Terça;Manhã;07:30;11:30;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;MARIANA DE SALVI;DERMATOLOGISTA;Quarta;Manhã;07:30;11:30;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;MARIANA DE SALVI;DERMATOLOGISTA;Sexta;Manhã;07:30;11:30;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;PAULO CESAR RAMOS PEREIRA;CARDIOLOGISTA;Segunda;Tarde;14:00;19:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;PAULO CESAR RAMOS PEREIRA;CARDIOLOGISTA;Terça;Tarde;14:00;19:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;PAULO CESAR RAMOS PEREIRA;CARDIOLOGISTA;Quinta ;Tarde;14:00;19:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;PAULO CESAR RAMOS PEREIRA;CARDIOLOGISTA;Sexta;Tarde;14:00;19:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;RICARDO GONÇALVES DA SILVA;NEFROLOGISTA;Terça;Tarde;14:00;17:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;TATIANA VANUCCI GARCIA PAIOLO;OFTALMOLOGISTA ;Segunda;Tarde;13:00;19:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;TATIANA VANUCCI GARCIA PAIOLO;OFTALMOLOGISTA ;Terça;Tarde;13:00;19:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;TATIANA VANUCCI GARCIA PAIOLO;OFTALMOLOGISTA ;Quarta;Tarde;13:00;19:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;TATIANA VANUCCI GARCIA PAIOLO;OFTALMOLOGISTA ;Quinta ;Tarde;13:00;19:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;TATIANA VANUCCI GARCIA PAIOLO;OFTALMOLOGISTA ;Sexta;Tarde;13:00;19:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;TATIANA VANUCCI GARCIA PAIOLO;OFTALMOLOGISTA ;Terça;Manhã;07:00;12:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;TATIANA VANUCCI GARCIA PAIOLO;OFTALMOLOGISTA ;Quinta ;Manhã;07:00;12:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;THAIS SHIMIZU;OFTALMOLOGISTA ;Segunda;Tarde;13:00;19:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;THAIS SHIMIZU;OFTALMOLOGISTA ;Terça;Tarde;17:00;19:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;THAIS SHIMIZU;OFTALMOLOGISTA ;Quarta;Tarde;16:00;19:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;THAIS SHIMIZU;OFTALMOLOGISTA ;Quinta ;Tarde;17:00;19:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;THAIS SHIMIZU;OFTALMOLOGISTA ;Segunda;Manhã;07:00;09:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;THALLES OLLIVI DE ALMEIDA;NEUROLOGISTA;Segunda;Manhã;07:00;12:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;THALLES OLLIVI DE ALMEIDA;NEUROLOGISTA;Terça;Manhã;07:00;12:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;THALLES OLLIVI DE ALMEIDA;NEUROLOGISTA;Quarta;Manhã;07:00;12:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;THALLES OLLIVI DE ALMEIDA;NEUROLOGISTA;Quinta ;Manhã;07:00;12:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;THALLES OLLIVI DE ALMEIDA;NEUROLOGISTA;Sexta;Manhã;07:00;12:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;THALLES OLLIVI DE ALMEIDA;NEUROLOGISTA;Segunda;Tarde;13:30;17:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;THALLES OLLIVI DE ALMEIDA;NEUROLOGISTA;Terça;Tarde;13:00;17:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;THALLES OLLIVI DE ALMEIDA;NEUROLOGISTA;Quarta;Tarde;13:00;17:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;THALLES OLLIVI DE ALMEIDA;NEUROLOGISTA;Quinta ;Tarde;13:00;17:00;
CENTRO MUNICIPAL DE REABILITAÇÃO-SOLANGE LANA DE AVILA ;AMBULATÓRIO DE SAÚDE DO IDOSO ;VIA CONSELHEIRO ANTONIO PRADO, 1365, Pedro Cavalini, Barretos, SP ;THALLES OLLIVI DE ALMEIDA;NEUROLOGISTA;Sexta;Tarde;13:00;17:00;
UBS América;UNIDADE BÁSICA DE SAÚDE MILTON BARONI ;AVENIDA SACADURA CABRAL, 1863, AMÉRICA, BARRETOS, SP ;LUIZ FERNANDO DE VASCONCELOS ;CLÍNICO GERAL ;Segunda;Manhã;08:00;12:00;
UBS América;UNIDADE BÁSICA DE SAÚDE MILTON BARONI ;AVENIDA SACADURA CABRAL, 1863, AMÉRICA, BARRETOS, SP ;LUIZ FERNANDO DE VASCONCELOS ;CLÍNICO GERAL ;Terça;Manhã;08:00;12:00;
UBS América;UNIDADE BÁSICA DE SAÚDE MILTON BARONI ;AVENIDA SACADURA CABRAL, 1863, AMÉRICA, BARRETOS, SP ;LUIZ FERNANDO DE VASCONCELOS ;CLÍNICO GERAL ;Quarta;Manhã;08:00;12:00;
UBS América;UNIDADE BÁSICA DE SAÚDE MILTON BARONI ;AVENIDA SACADURA CABRAL, 1863, AMÉRICA, BARRETOS, SP ;LUIZ FERNANDO DE VASCONCELOS ;CLÍNICO GERAL ;Quinta;Manhã;08:00;12:00;
UBS América;UNIDADE BÁSICA DE SAÚDE MILTON BARONI ;AVENIDA SACADURA CABRAL, 1863, AMÉRICA, BARRETOS, SP ;LUIZ FERNANDO DE VASCONCELOS ;CLÍNICO GERAL ;Sexta;Manhã;08:00;12:00;
UBS América;UNIDADE BÁSICA DE SAÚDE MILTON BARONI ;AVENIDA SACADURA CABRAL, 1863, AMÉRICA, BARRETOS, SP ;LUIZ FERNANDO DE VASCONCELOS ;CLÍNICO GERAL ;Segunda;Tarde;13:00;17:00;
UBS América;UNIDADE BÁSICA DE SAÚDE MILTON BARONI ;AVENIDA SACADURA CABRAL, 1863, AMÉRICA, BARRETOS, SP ;LUIZ FERNANDO DE VASCONCELOS ;CLÍNICO GERAL ;Terça;Tarde;13:00;17:00;
UBS América;UNIDADE BÁSICA DE SAÚDE MILTON BARONI ;AVENIDA SACADURA CABRAL, 1863, AMÉRICA, BARRETOS, SP ;LUIZ FERNANDO DE VASCONCELOS ;CLÍNICO GERAL ;Quarta;Tarde;13:00;17:00;
UBS América;UNIDADE BÁSICA DE SAÚDE MILTON BARONI ;AVENIDA SACADURA CABRAL, 1863, AMÉRICA, BARRETOS, SP ;LUIZ FERNANDO DE VASCONCELOS ;CLÍNICO GERAL ;Quinta;Tarde;13:00;17:00;
UBS América;UNIDADE BÁSICA DE SAÚDE MILTON BARONI ;AVENIDA SACADURA CABRAL, 1863, AMÉRICA, BARRETOS, SP ;LUIZ FERNANDO DE VASCONCELOS ;CLÍNICO GERAL ;Sexta;Tarde;13:00;17:00;
UBS América;UNIDADE BÁSICA DE SAÚDE MILTON BARONI ;AVENIDA SACADURA CABRAL, 1863, AMÉRICA, BARRETOS, SP ;CAIO DE VITTO DE CARVALHO ALVES ;CLÍNICO GERAL ;Segunda;Tarde;14:00;17:00;
UBS América;UNIDADE BÁSICA DE SAÚDE MILTON BARONI ;AVENIDA SACADURA CABRAL, 1863, AMÉRICA, BARRETOS, SP ;CAIO DE VITTO DE CARVALHO ALVES ;CLÍNICO GERAL ;Terça;Tarde;14:00;17:00;
UBS América;UNIDADE BÁSICA DE SAÚDE MILTON BARONI ;AVENIDA SACADURA CABRAL, 1863, AMÉRICA, BARRETOS, SP ;CAIO DE VITTO DE CARVALHO ALVES ;CLÍNICO GERAL ;Quarta;Tarde;14:00;17:00;
UBS América;UNIDADE BÁSICA DE SAÚDE MILTON BARONI ;AVENIDA SACADURA CABRAL, 1863, AMÉRICA, BARRETOS, SP ;CAIO DE VITTO DE CARVALHO ALVES ;CLÍNICO GERAL ;Quinta;Tarde;14:00;17:00;
UBS América;UNIDADE BÁSICA DE SAÚDE MILTON BARONI ;AVENIDA SACADURA CABRAL, 1863, AMÉRICA, BARRETOS, SP ;CAIO DE VITTO DE CARVALHO ALVES ;CLÍNICO GERAL ;Segunda;Manhã;07:00;13:00;
UBS América;UNIDADE BÁSICA DE SAÚDE MILTON BARONI ;AVENIDA SACADURA CABRAL, 1863, AMÉRICA, BARRETOS, SP ;CAIO DE VITTO DE CARVALHO ALVES ;CLÍNICO GERAL ;Quarta;Manhã;07:00;13:00;
UBS América;UNIDADE BÁSICA DE SAÚDE MILTON BARONI ;AVENIDA SACADURA CABRAL, 1863, AMÉRICA, BARRETOS, SP ;CAIO DE VITTO DE CARVALHO ALVES ;CLÍNICO GERAL ;Quinta;Manhã;07:00;13:00;
UBS América;UNIDADE BÁSICA DE SAÚDE MILTON BARONI ;AVENIDA SACADURA CABRAL, 1863, AMÉRICA, BARRETOS, SP ;JOSÉ RENATO GUARNIERE ;CLÍNICO GERAL ;Segunda;Manhã;07:00;14:00;
UBS América;UNIDADE BÁSICA DE SAÚDE MILTON BARONI ;AVENIDA SACADURA CABRAL, 1863, AMÉRICA, BARRETOS, SP ;JOSÉ RENATO GUARNIERE ;CLÍNICO GERAL ;Terça;Manhã;07:00;14:00;
UBS América;UNIDADE BÁSICA DE SAÚDE MILTON BARONI ;AVENIDA SACADURA CABRAL, 1863, AMÉRICA, BARRETOS, SP ;JOSÉ RENATO GUARNIERE ;CLÍNICO GERAL ;Quarta;Manhã;07:00;14:00;
UBS América;UNIDADE BÁSICA DE SAÚDE MILTON BARONI ;AVENIDA SACADURA CABRAL, 1863, AMÉRICA, BARRETOS, SP ;MARCIO PIZARRO PIMENTA ;CLÍNICO GERAL ;Segunda;Manhã;07:00;11:00;
UBS América;UNIDADE BÁSICA DE SAÚDE MILTON BARONI ;AVENIDA SACADURA CABRAL, 1863, AMÉRICA, BARRETOS, SP ;MARCIO PIZARRO PIMENTA ;CLÍNICO GERAL ;Quinta;Tarde;13:00;17:00;
UBS América;UNIDADE BÁSICA DE SAÚDE MILTON BARONI ;AVENIDA SACADURA CABRAL, 1863, AMÉRICA, BARRETOS, SP ;MARCIO PIZARRO PIMENTA ;CLÍNICO GERAL ;Sexta;Manhã;07:00;12:00;
UBS América;UNIDADE BÁSICA DE SAÚDE MILTON BARONI ;AVENIDA SACADURA CABRAL, 1863, AMÉRICA, BARRETOS, SP ;JOSÉ CARLOS MARQUES DOS SANTOS ;GINECOLOGISTA ;Segunda;Manhã;09:00;13:00;
UBS América;UNIDADE BÁSICA DE SAÚDE MILTON BARONI ;AVENIDA SACADURA CABRAL, 1863, AMÉRICA, BARRETOS, SP ;JOSÉ CARLOS MARQUES DOS SANTOS ;GINECOLOGISTA ;Terça;Manhã;09:00;13:00;
UBS América;UNIDADE BÁSICA DE SAÚDE MILTON BARONI ;AVENIDA SACADURA CABRAL, 1863, AMÉRICA, BARRETOS, SP ;JOSÉ CARLOS MARQUES DOS SANTOS ;GINECOLOGISTA ;Quarta;Manhã;09:00;13:00;
UBS América;UNIDADE BÁSICA DE SAÚDE MILTON BARONI ;AVENIDA SACADURA CABRAL, 1863, AMÉRICA, BARRETOS, SP ;JOSÉ CARLOS MARQUES DOS SANTOS ;GINECOLOGISTA ;Quinta;Manhã;09:00;13:00;
UBS América;UNIDADE BÁSICA DE SAÚDE MILTON BARONI ;AVENIDA SACADURA CABRAL, 1863, AMÉRICA, BARRETOS, SP ;JOSÉ CARLOS MARQUES DOS SANTOS ;GINECOLOGISTA ;Sexta;Manhã;09:00;13:00;
UBS América;UNIDADE BÁSICA DE SAÚDE MILTON BARONI ;AVENIDA SACADURA CABRAL, 1863, AMÉRICA, BARRETOS, SP ;VITOR EMANOEL DE LEMOS CARVALHO ;PEDIATRA ;Segunda;Tarde;13:00;17:00;
UBS América;UNIDADE BÁSICA DE SAÚDE MILTON BARONI ;AVENIDA SACADURA CABRAL, 1863, AMÉRICA, BARRETOS, SP ;VITOR EMANOEL DE LEMOS CARVALHO ;PEDIATRA ;Terça;Tarde;13:00;17:00;
UBS América;UNIDADE BÁSICA DE SAÚDE MILTON BARONI ;AVENIDA SACADURA CABRAL, 1863, AMÉRICA, BARRETOS, SP ;VITOR EMANOEL DE LEMOS CARVALHO ;PEDIATRA ;Quarta;Tarde;13:00;17:00;
UBS América;UNIDADE BÁSICA DE SAÚDE MILTON BARONI ;AVENIDA SACADURA CABRAL, 1863, AMÉRICA, BARRETOS, SP ;VITOR EMANOEL DE LEMOS CARVALHO ;PEDIATRA ;Quarta;Manhã;07:00;12:00;
UBS América;UNIDADE BÁSICA DE SAÚDE MILTON BARONI ;AVENIDA SACADURA CABRAL, 1863, AMÉRICA, BARRETOS, SP ;MARTA ALVES DE MORAES ;CLÍNICO GERAL ;Terça;Manhã;07:00;12:00;
